Regional Council,Registry,Locality,Date of Constitution,Email,Address,Postal Code,Phone,Fax,Mobile Phone,Name
Porto,4/23,VILA NOVA DE FAMALICÃO,26-01-2023,ro-3753p@adv.oa.pt,"Praça D. Maria II, n.º 295",4760-111 VILA NOVA DE FAMALICÃO,252311478,,,"ROSÁRIA OLIVEIRA & M. CATARINA OLIVEIRA - SOCIEDADE DE ADVOGADOS, SP, R.L."
Porto,27/03,PORTO,07-04-2003,roseira.pereira@mail.telepac.pt,"R. Álvares Cabral, 235",4050-040 PORTO,223390106,223390117,,"ROSEIRA E PEREIRA-SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,34/90,PÓVOA DE VARZIM,29-08-1990,geral@masrtins-advogados.com,"Praça Marques de Pombal, 44 A- 1º frt",4490-442 PÓVOA DE VARZIM,252627385,252612202,,"RUI MARTINS E EDGAR MARTINS – SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,34/14,PORTO,24-06-2014,psacouto-3228p@adv.oa.pt,"Avenida da Boavista, n.º 2609",4100-135 PORTO,226165220,226165229,,"SÁ COUTO, FERREIRA DE CASTRO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,39/16,VILA NOVA DE FAMALICÃO,15-11-2016,salvador.coutinho-1171p@adv.oa.pt,"Rua Conselheiro Santos Viegas, 98 - 1º",4760-129 VILA NOVA DE FAMALICÃO,252308700,252308709,,"SALVADOR COUTINHO & PAULO FOLHADELA, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,40/10,OLIVEIRA DE AZEMÉIS,14-04-2010,sandra.martins-7275p@adv.oa.pt,Praça José da Costa n.º 93,3720-217 OLIVEIRA DE AZEMÉIS,256687051,256674796,,"SANDRA MARTINS, CLARA SÁ & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,36/17,BALAZAR PVZ,05-09-2017,sosilva-9504p@adv.oa.pt,"Praceta José António Oliveira Jr., 132",4570-537 BALAZAR PVZ,252956010,252956010,,"SANDRA OLIVEIRA E SILVA, CONCEIÇÃO COSTA E SILVA E ASSOCIADOS - SOCIEDADE DE ADVOGADOS SP, RL"
Porto,17/19,PORTO,10-05-2019,marco.santos.silva-48554p@adv.oa.pt,"Rua da Saudade, n.º 59 - 5º, sala 53",4050-570 PORTO,226065908,226001997,,"SANTOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,30/18,PORTO,13-07-2018,lfpns-9549p@adv.oa.pt,"Rua Pedro Homem de Melo, 55 - 9º",4150-599 PORTO,226164291,226164295,,"SANTOS & CARVALHO, SOCIEDADE DE ADVOGADOS SP, RL"
Porto,23/23,CHAVES,18-08-2023,elisasantos-3927p@adv.oa.pt,"Estarda do Cando, 40",5400-010 CHAVES,,,,"SANTOS & COSTA SOCIEDADE DE ADVOGADOS, SP, RI"
Porto,14/14,PORTO,24-01-2014,soc.@oa.pt,"Campo 24 de Agosto, 129 - 6º Sala 601 - Edificio Oporto",4300-504 PORTO,,226062468,918283575,"SANTOS PINTO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,30/06,PÓVOA DE VARZIM,18-04-2006,geral@smmm.pt,"R. Gomes de Amorim, 36 - 3º.",4490-641 PÓVOA DE VARZIM,252688688,252688689,,"SANTOS, MAIA, MARQUES & MOREIRA - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,8/04,PORTO,01-03-2004,vtadv-3714p@adv.oa.pt,"Rua Júlio Dinis, n.º 852 – 5.º andar",4050-322 PORTO,229387851,229387853,,"SANTOS, TEIXEIRA, CARQUEJA & PEREIRA - ADVOGADOS, SP, RL"
Porto,6/12,PORTO,06-03-2012,pedrosarsfieldrodrigues-8634p@adv.oa.pt,"Rua do Crasto, 120",4150-241 PORTO,309994014,224932982,,"SARSFIELD RODRIGUES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,24/23,PORTO,18-08-2023,scptpt@scpt.com.mo,"Praça Carlos Alberto, n.º 123 – 3º andar, salas 33/34",4050-293 PORTO,222052016,222038372,915864906,"SCPT – Sá Carneiro Pinheiro Torres & Associados, Sociedades de Advogados, SP, RL"
Porto,16/04,PORTO,21-04-2004,sar@sar.pt,"R. Guerra Junqueiro, 296",4150-386 PORTO,226051300,226051309,,"SILVA, ROSA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,64/09,BRAGA,24-07-2009,geral@sg-advogados.pt ,"Av 31 de Janeiro, n.º 177",4715-052 BRAGA,253215202,253215202,,"SOARES, GONÇALVES & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,2/89,PORTO,23-01-1989,socadvamp@mail.telepac.pt,"Rua de N. Senhora de Fátima,  391 -  1º",4050-427 PORTO,226076670,226005422,,SOCIEDADE CIVIL DE ADVOGADOS ANTÓNIO MARTINS PEREIRA E JOÃO CADILLON COSTA
Porto,30/89,PORTO,01-04-1989,,"Largo Engº. António de Almeida, 70 -11º      Sala 438",4100-065 PORTO,226093171,226092265,,SOCIEDADE DE ADVOGADOS CASTRO MOREIRA E DOMINGUES DOS SANTOS
Porto,12/22,GUIMARÃES,21-03-2022,fernandosousa-3999p@adv.oa.pt,"Avenida de São Gonçalo, 967, sala 4",4810-525 GUIMARÃES,253439780,,,"SOUSA - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,46/04,BARCELOS,14-09-2004,geral@sousagrilo.com,"Largo Dr. José Novais, 31 - 1º.",4750-310 BARCELOS,253812681/253089784,253815805,917522317,"SOUSA GRILO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,38/99,PORTO,21-07-1999,sgoc@sgoc.pt,"Av Marechal Gomes da Costa, n.º 475",4150-358 PORTO,225430230,225430239,,"SOUSA GUEDES, OLIVEIRA COUTO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,50/12,PORTO,30-11-2012,geral@spm-advogados.com,"Praça do Bom Sucesso, n.º 74 a 90, Edifício de  - Escritórios, Piso 3, Escritorio 7",4150-145 PORTO,226053285,226053305,,"SOUSA PINHEIRO & MARQUES, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,17/17,PÓVOA DE VARZIM,26-04-2017,alvaromoreira-1415p@advogados.oa.pt,"Largo das Dores, 40 - 1º",4490-421 PÓVOA DE VARZIM,252616736,252614590,,"TAVARES MOREIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,82/08,PORTO,28-11-2008,jtaveiradafonseca@advassociados.net,"R. Pedro Homem de Melo, 55 - 7º.",4150-599 PORTO,226198700,226198709,,"TAVEIRA DA FONSECA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RESPONSABILIDADE LIMITADA"
Porto,58/11,PORTO,06-12-2011,mb@tb-a.pt,"Rua Fernão Lopes, 409, 1º drt. frt.",4150-318 PORTO,226150155,226150156,,"TAVEIRA, BASTO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,12/13,PORTO,14-02-2013,geral@tesg.pt,"Edifício Península, Praça do Bom Sucesso, 127/131, Sala 302",4150-146 PORTO,220999706,220999726,,"TEIXEIRA & SOUSA GUIMARÃES - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,5/02,PORTO,03-01-2002,info@tpcadvogados.pt,"Prª. da República, 93 - Sala   602",4050-497 PORTO,222084576,222086027,,"TEIXEIRA, PINO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Porto,23/92,PORTO,17-06-1992,telles@telles.pt,"Av Marechal Gomes da Costa, 1131",4150-360 PORTO,220308800,220308898/9,,"TELLES DE ABREU E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,47/13,PAREDES DE COURA,16-09-2013,csb-49189P@adv.oa.pt,"Largo 5 de Outubro, nº 19, 1º Drt.",4940-521 PAREDES DE COURA,938138434,251100018,939556935,"TIAGO CUNHA & CARLOS SOUSA BARBOSA - SOCIEDADE DE ADVOGADOS, RL"
Porto,21/09,TELÕES AMT,03-03-2009,tiberio.nunes-5889c@adv.oa.pt,"Rua Agostinho Gonçalves de Abreu, 323 - 3º DX",4600-752 TELÕES AMT,227451154,227449358,,"TIBÉRIO NUNES, CUNHA DIAS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,35/91,BRAGA,13-11-1991,tinocodefaria-2046p@adv.oa.pt,"R. Dr. Francisco Duarte, 285 - 1º.  Sala  1",4715-017 BRAGA,253208270,253208279,,"TINOCO DE FARIA, PATRICIA ELIANA PEREIRA E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,21/15,PORTO,20-04-2015,anaquintana-52771P@adv.oa.pt,"Rua Júlio Dinis, 561 - 4º, sala 403",4050-460 PORTO,223235277,223235277,,"TOBO & QUINTANA - SOCIEDADE DE ADVOGADOS, RL"
Porto,38/12,VILA NOVA DE FAMALICÃO,06-08-2012,soc.@oa.pt,"Av. 25 de Abril, 57",4760-101 VILA NOVA DE FAMALICÃO,252313612,252373051,,"TORRES DE SÁ & MIGUEL SÁ - SOCIEDADE DE ADVOGADOS, RL"
Porto,30/17,PORTO,31-07-2017,joanapedroso-9990p@adv.oa.pt,"Centro Empresarial Mapfre, Rua Gonçalo  - Cristóvão, 347 - Sala 104",4000-270 PORTO,222059109,223322656,,"TORRES PEDROSO, JOANA PEDROSO E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,77/09,GUIMARÃES,22-09-2009,geral@mptcc.com,"R. Dr. Eduardo de Almeida, 268",4810-264 GUIMARÃES,253423780,253415291,,"TORRINHA, BARREIRA, VARELA & MADUREIRA, ADVOGADOS, SP RL"
Porto,22/23,PORTO,16-08-2023,fvanzeller-5655p@adv.oa.pt,"Rua Infante D Henrique, 73 - 2º",4050-297 PORTO,222085088,,,"VAN ZELLER, GARCIA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS SP, RL"
Porto,9/97,BRAGA,21-02-1997,soc.@oa.pt,"Av. da Liberdade, 754 - 4º. Esqº.",4710-249 BRAGA,253205620,253205629,,"VAZ, FERNANDES, MONTEIRO  & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,63/06,PORTO,10-08-2006,vf@vellozoferreira.pt,"Rua Serpa Pinto, 407 - 1º dto.",4250-466 PORTO,223392110,,,"VELLOZO FERREIRA E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,6/99,BRAGA,25-01-1999,lawoffice@vm-advogados.pt,"Rua do Raio, 301- 2º.",4710-923 BRAGA,253203550,253203551,,VESPASIANO MACEDO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Porto,55/05,PORTO,10-10-2005,jpvieiraduque@vd-adv.com,"Rua da Vilarinha, 271",4100-509 PORTO,222000358,222002630,,VIEIRA DUQUE & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Porto,14/17,PORTO,12-04-2017,advogados@vilar.pt,"Rua Júlio Dinis, n.º 242 - 2º - sala 206",4050-318 PORTO,223160735,220939257,,"VILAR & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,73/03,BRAGA,20-11-2003,carlosvilasboas-3696p@adv.oa.pt,"Avenida da Liberdade, n.º 754 - 2º dto",4710-249 BRAGA,253215964,253216777,,"VILAS BOAS, LEANDRA FERNANDES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,64/07,VILA REAL,18-12-2007,vmadvogados.msm@gmail.com,"Av. 1º de Maio, n.º 11, 1º andar",5000-651 VILA REAL,259338176,226109292,,"VILELA, MORAIS & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,2/91,GUIMARÃES,02-01-1991,faria.borges.advog@mail.telepac.pt,"Rua Paio Galvão,  1 - 1º.",4810-426 GUIMARÃES,253517843,253417692,,"VITOR BORGES,JOÃO HENRIQUE FARIA-SOCIEDADE DE ADVOGADOS RI"
Porto,46/11,PORTO,01-08-2011,vitor.vilasboas-2708p@adv.oa.pt,"Rua Sidónio Pais, 379, Edificio Hoechst, sala  - 1.2, 1.3 e 1.4",4100-468 PORTO,226052600,,226052601,"VITOR VILAS BOAS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,63/10,PORTO,30-06-2010,ac-11065p@adv.oa.pt,"Av. da Boavista, 1167 - 4º.   Sala  4.1.",4100-130 PORTO,226090304,226090304,,YAMAGUCHI & CUNHA-SOCIEDADE DE ADVOGADOS RL
Porto,3/88,PORTO,20-04-1988,saraluisdias-50432P@adv.oa.pt,"Avª. Dr. Antunes Guimarães, 700",4100-075 PORTO,226100001,226184567,,"YOLANDA BUSSE, OEHEN MENDES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,5/09,PORTO,19-01-2009,cristinapereira@zacariasdecarvalho.pt,"R. de Júlio Dinis, 764 - 5º. esqº. frt.",4050-321 PORTO,226007333,226003189,,ZACARIAS DE CARVALHO E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RI
Lisboa,17/20,LISBOA,22-07-2020,mariajoaopereira-6715l@adv.oa.pt,"Av. 5 de Outubro, n.º 15 - r/c",1050-047 LISBOA,211390406,211625753,,"“WL – Work in Law, Albuquerque da Fonseca, Maria João Pereira, Borges de Pinho, Tomaz Cameira, Sandra Torres e Associados, Sociedade de Advogados, SP, RL"
Lisboa,77/10,LISBOA,30-08-2010,geral@abpa.pt,"R. Tierno Galvan, Amoreiras, Torre 3 - 5º.Piso - Sala  511 ",1070-274 LISBOA,212454262,212454284,,"A. BORGES PIRES, SANTOS PEREIRA, PIRES PEREIRA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Lisboa,30/04,LISBOA,30-06-2004,advogados@sbm-advogados.com.pt,"Av. Fontes Pereira de Melo, n.º 25 - 5º esquerdo",1050-117 LISBOA,213121140,213121149,,"A. ESPÍRITO SANTO, F. ARAÚJO BARRIGAS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Lisboa,36/05,LISBOA,09-06-2005,atmj@atmj.pt,"Av. da República, n.º 49 - 2º",1050-188 LISBOA,213584110,213584119,,"A. J. MARTINS, T. DUARTE, M. RESENDE & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,41/18,LISBOA,28-09-2018,adelaide.moura-7463l@adv.oa.pt,"Rua Tierno Galvan, Torre 3, 7º - 705",1070-274 LISBOA,,215844760,,"A. M. MOURA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,27/06,ESTORIL,07-03-2006,a.paiva.lawyers@mail.telepac.pt,"Av. Marginal, 6068",2765-585 ESTORIL,214669317,214669320,,"A. PAIVA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,44/10,LISBOA,21-04-2010,geral@apsmar.com,"Rua Andrade Corvo, 29 - 4º",1050-008 LISBOA,213174159,213161200,,"A. PAULO SANTOS, MARIA DOS ANJOS REIS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,29/08,LISBOA,30-04-2008,geral@armontalvo.pt,"Av. da República, 56 - 6º.  drtº.",1050-196 LISBOA,217979058,217979060,,A. R. MONTALVO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,9/16,LISBOA,15-03-2016,adelino.raposo-20937l@adv.oa.pt,"Av 5 de Outubro, 63, r/c esq.",1050-048 LISBOA,219011850,212689286,,"A. RAPOSO - O. CARREIRA & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,35/15,LISBOA,14-07-2015,iam-8826l@adv.oa.pt,"Edifício Alto das Amoreiras, Rua Joshua Benoliel, n.º 6 . 2º B",1250-133 LISBOA,,,,"ABALADA MATOS, MORAES CARDOSO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,24/90,LISBOA,19-04-1990,abbc@abbc.pt,"Largo de S. Carlos,  3",1200-410 LISBOA,213583620,213159434,,"ABBC - AZEVEDO NEVES, BENJAMIM MENDES, CARVALHO E ASSOCIADOS, ADVOGADOS, SP, RL"
Lisboa,53/12,LISBOA,12-12-2012,jfa@aamm.pt,"Avenida da Liberdade, n.º 190 - 1º B, Edificio Avenida",1250-147 LISBOA,211940538,211940539,,"ABECASIS, MOURA MARQUES & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,35/02,LISBOA,17-04-2002,abelmarques-7825l@adv.oa.pt,"R. Joaquim António de Aguiar, 33 -1º dto.",1070-149 LISBOA,213712327,213880088,,"ABEL MARQUES E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,43/15,LISBOA,07-09-2015,soc.@oa.pt,"Av Sidónio Pais, 16 - 2º Dto",1050-215 LISBOA,213170990,213170999,,"ABRANCHES NAMORA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,28/93,LISBOA,15-06-1993,lisboa@abreuadvogados.com,"Avenida Infante D. Henrique, 26 ",1149-096 LISBOA,217231800,217231899,,"ABREU & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,2/81,LISBOA,20-01-1981,amsa@amsa.pt,"R. Filipe Folque, 2 - 4º.",1069-121 LISBOA,213307100,213147491,,ABREU & MARQUES E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,12/99,ALMADA,05-02-1999,,"Rua Marcos de Assunção, n.º 4, Piso 1, Esc. 1.09",2805-294 ALMADA,212754084,212743020,,ABREU E NETO - SOCIEDADE DE ADVOGADOS
Lisboa,28/92,LISBOA,29-07-1992,,"Costa do Castelo,  62 r/c esqº.",1100-179 LISBOA,218870655,218884276,,ADRIÃO RODRIGUES-ADVOGADOS ASSOCIADOS-SOCIEDADE CIVIL DE ADVOGADOS
Lisboa,4/22,ALGÉS,02-02-2022,geral@af-advogados.com,"Miraflores Office Center, Avenida das Túlipas, n.º 6 – 14º C",1495-161 ALGÉS,211600555,211632100,,"AF ADVOGADOS – ALMEIDA DIAS E FURTADO MARTINS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,52/10,LISBOA,21-05-2010,,"Av. Columbano Bordalo Pinheiro, 90 - 1º. esqº.",1070-065 LISBOA,210191308,217273012,,AFONSO DA COSTA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,56/11,AMADORA,16-11-2011,ammassociados.secretariado@gmail.com,"Rua 5 de Outubro, 2 - 1º esq.",2700-197 AMADORA,214928556,,,"AGUIAR, MAGALHÃES MOTA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,28/19,LISBOA,23-07-2019,asda@asdasa.pt,"Av António Augusto de Aguiar, n.º 15 - 2º Dto.",1050-012 LISBOA,915195170,,,"AGUIAR, SIMÃO DE AGUIAR & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,29/94,LISBOA,25-05-1994,apotier@sapo.pt,"R. Acácio de Paiva, 16 - 2º. esqº.",1700-006 LISBOA,213431933,,,ALARCÃO POTIER E CORREIA GOMES-SOCIEDADE DE ADVOGADOS DE RESPONSABILIDADE LIMITADA
Lisboa,41/13,LISBOA,24-07-2013,pedrobritomonteiro-17399l@adv.oa.pt,"Av. Estados Unidos da América, 110 B",1700-179 LISBOA,217827990,217827998,,"ALBANO BESSA MONTEIRO, PEDRO BRITO MONTEIRO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS - SP, RL"
Lisboa,73/10,LISBOA,18-08-2010,advogados@ajsa.pt,"Campo Grande, 28 - 4º A",1700-093 LISBOA,213170830,213144877,,"ALBINO JACINTO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,34/92,LISBOA,30-10-1992,geral@albuquerque-associados.pt,"Calçada Bento da Rocha Cabral, n.º 1",1250-047 LISBOA,213431570,213431568,,"ALBUQUERQUE ADVOGADOS, SP, RL"
Lisboa,49/95,LISBOA,12-12-1995,advogados@amartins.pt,"Av. Duque de Loulé, 22 - 6º.",1050-090 LISBOA,213535372,213526176,,"ALCIDES MARTINS, BANDEIRA, SIMÕES & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,54/04,LISBOA,26-10-2004,abclegal@abclegal.com.pt,"Av Conselheiro Fernando de Sousa, 19 - B, C",1070-072 LISBOA,213584480,213584489,,"ALEXANDRA BESSONE CARDOSO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,56/03,LISBOA,23-07-2003,lafayetteassociados@mail.telepac.pt,"Rua de Moscavide, n.º 2 A",1990-160 LISBOA,213802010,213827645,,"ALEXANDRE LAFAYETTE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,12/14,LISBOA,23-01-2014,atnadvogados@gmail.pt,"Rua Filipe Folque, n.º 5 - 4º esquerdo",1050-110 LISBOA,213463393,213424721,,"ALFREDO THEODORO, NAZARÉ & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,27/04,LISBOA,17-06-2004,paulavale-20811l@adv.oa.pt,"Campo Grande, 30 - 4º.  D",1700-093 LISBOA,217928020,217928025,,"ALICE PAÇO FERREIRA, ANA PAULA VALE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RI"
Lisboa,25/16,LISBOA,21-06-2016,rita.ae-14790l@adv.oa.pt,"Rua Latino Coelho, n.º 87",1050-134 LISBOA,,,,"ALMEIDA D'EÇA, RAPOSO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,3/21,LISBOA,17-02-2021,cag-7130p@adv.oa.pt,"Rua da Artilharia 1, n.º 51, Pateo Bagatela, Edf 1, 2º",1250-038 LISBOA,919251597,,,"ALMEIDA GARRETT, PINTO DE CARVALHO, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,46/05,LISBOA,13-09-2005,geral@almeidaribeiro.pt,"R. Joaquim António de Aguiar, 66 - 1º.",1070-153 LISBOA,213714490,213714499,,ALMEIDA RIBEIRO E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,88/10,CHARNECA DA CAPARICA,18-10-2010,gabriela.a.santos-21346l@adv.oa.pt,"R. Helena Félix,  30  C  Quinta do Texugo",2820-595 CHARNECA DA CAPARICA,,,,"ALMEIDA SANTOS & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,33/18,LISBOA,08-08-2018,aa-8398l@adv.oa.pt,"Rua Castilho, 71 - 1º dto.",1250-068 LISBOA,213233105,210965645,,"ALMENDRA, MEDEIROS, ADVOGADOS, SP, RL"
Lisboa,10/11,LISBOA,04-02-2011,ritaguerraalves-11875L@adv.oa.pt,"Av. Miguel Bombarda, 80 - 6º.",1050-166 LISBOA,210354119,217156794,,ALVES & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,24/09,LISBOA,17-03-2009,geral@asp-advogados.com,"Av. Engº. Duarte Pacheco, Torre  1  Piso  5, Sala 12",1070-100 LISBOA,213806400,213879044,,"ALVES & MARCOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,41/11,ESTORIL,08-07-2011,rodriguezcorreia-49458L@adv.oa.pt,"Av. Clotilde, 14 Edf. Arcadas do Parque",2765-211 ESTORIL,214668862,214668864,,"ALVES DA SILVA & RODRIGUEZ CORREIA - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,55/02,LISBOA,15-07-2002,geral@fbcs.pt,"Av. Álvares Cabral, 47  r/c",1250-015 LISBOA,213814640,213814641,,"ALVES FERREIRA, BAPTISTA, SANTOS COSTA, AIRES SANTOS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Lisboa,10/17,LISBOA,10-03-2017,am@ampvs.pt,"Rua Tierno Galvan, 10, torre 3, 2º, n.º 206",1070-274 LISBOA,217653990,,,"ALVES MENDES & CARLOS PICOITO - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,24/07,LISBOA,18-06-2007,info@alvespereira.com,"Avenida da Liberdade, número 105, 2.º andar direito",1250-140 LISBOA,213700190,213829003,,"ALVES PEREIRA,TEIXEIRA DE SOUSA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,15/22,LISBOA,01-04-2022,contato@legallatinadvisors.com,"Rua Tierno Galvan, n.º 10, torre 3 - 4º andar - 409",1070-274 LISBOA,969514515,,,"ALVES, ANDRADE PINHEL, MARTINS, MESSIAS, SOCIEDADE ADVOGADOS, SP, RL"
Lisboa,54/11,LISBOA,20-10-2011,apv-12020l@adv.oa.pt,"Av. Álvares Cabral, 84 - 2º",1250-018 LISBOA,213703600,213882554,,"ALVES, BOTELHO, VARELA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,38/15,LISBOA,06-08-2015,info@amb-advogados.pt,"Rua Rodrigues Sampaio, n.º 21, 4.º-A",1150-278 LISBOA,211992168,210102328,,"ALVES, MARTINS BRAZ & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,43/02,LISBOA,14-05-2002,geral@lisbonlegal.com,"Av da República, 44 - 7º esq",1050-194 LISBOA,217803010,217803019,,"ALVES, TEIXEIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,59/07,LISBOA,13-12-2007,geral@amaadvogados.net,"Av. da República, 49 - 1º. esqº.",1050-188 LISBOA,217979388,217979388,,"AMA - ANA MERELO, JOAQUIM VERÍSSIMO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,3/06,BOMBARRAL,16-01-2006,abpd@abpd.pt,"Lg. 25 de Abril, 5 - 2º.  Sala  3",2540-030 BOMBARRAL,262086709,262086663,,"AMARAL BLANCO, PORTELA DUARTE & ASSOCIADOS-SOCIEDADE ADVOGADOS RL"
Lisboa,36/93,LISBOA,14-07-1993,geral@amaralcabraladvogados.pt,"Avª. Sidónio Pais, 26 - R/C, Direito",1050-215 LISBOA,213192670,213192679,,"AMARAL CABRAL & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,43/10,LISBOA,16-04-2010,antoniotaveira-14204l@adv.oa.pt,"Av Barbosa du Bocage, 87 - 3º",1050-030 LISBOA,213874060,213873984,,"AML- SOCIEDADE DE ADVOGADOS SP, RL"
Lisboa,13/04,LISBOA,31-03-2004,susana.cunha@anabruno.pt,"Av Engenheiro Duarte Pacheco, 19 - 1º",1070-100 LISBOA,213713350,213713355,,"ANA BRUNO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,15/94,BARREIRO,02-03-1994,am.correia-7664l@adv.oa.pt,"Av de Santa Maria, 14 - 10º",2830-007 BARREIRO,212168895,212168895,,"ANA CORREIA & Mª DA LUZ BIZARRO - SOCIEDADE DE ADVOGADOS, SP, RI"
Lisboa,68/08,LISBOA,16-10-2008,acoliveira-10860l@adv.oa.pt,"Rua Pinheiro Chagas, n.º 48, 1º",1050-179 LISBOA,218824470,218881057,,ANA CRISTINA OLIVEIRA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,43/99,LISBOA,04-08-1999,ah.acp@netcabo.pt,"Av Elias Garcia, 176 - 2º esq",1050-103 LISBOA,217819990,217930615,,"ANA CRISTINA PIMENTEL & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
